   1.0000000e-02  -8.0985915e-01  -7.9287305e-01
   2.0000000e-02  -8.0985915e-01  -7.9287320e-01
   3.0000000e-02  -8.0985915e-01  -7.9287348e-01
   4.0000000e-02  -8.0985915e-01  -7.9287169e-01
   5.0000000e-02  -8.0985915e-01  -7.9287823e-01
   6.0000000e-02  -8.0985915e-01  -7.9286070e-01
   7.0000000e-02  -8.0985915e-01  -7.9286978e-01
   8.0000000e-02  -8.0985916e-01  -7.9165143e-01
   9.0000000e-02  -8.0985914e-01  -7.8887708e-01
   1.0000000e-01  -8.0985922e-01  -7.8500293e-01
   1.1000000e-01  -8.0985893e-01  -7.8055834e-01
   1.2000000e-01  -8.0985944e-01  -7.7630560e-01
   1.3000000e-01  -8.0986148e-01  -7.7199963e-01
   1.4000000e-01  -8.0983804e-01  -7.6786272e-01
   1.5000000e-01  -8.1004268e-01  -7.6345857e-01
   1.6000000e-01  -8.1039417e-01  -7.6001205e-01
   1.7000000e-01  -8.1073239e-01  -7.5639499e-01
   1.8000000e-01  -8.1104682e-01  -7.5254983e-01
   1.9000000e-01  -8.1137021e-01  -7.4841500e-01
   2.0000000e-01  -8.1169611e-01  -7.4400223e-01
   2.1000000e-01  -8.1201942e-01  -7.3932103e-01
   2.2000000e-01  -8.1234288e-01  -7.3436680e-01
   2.3000000e-01  -8.1266682e-01  -7.2913747e-01
   2.4000000e-01  -8.1299062e-01  -7.2363421e-01
   2.5000000e-01  -8.1331444e-01  -7.1786353e-01
   2.6000000e-01  -8.1363815e-01  -7.1181739e-01
   2.7000000e-01  -8.1396162e-01  -7.0547387e-01
   2.8000000e-01  -8.1428619e-01  -6.9889880e-01
   2.9000000e-01  -8.1461056e-01  -6.9222161e-01
   3.0000000e-01  -8.1492999e-01  -6.8551404e-01
   3.1000000e-01  -8.1525660e-01  -6.7882274e-01
   3.2000000e-01  -8.1559745e-01  -6.7215492e-01
   3.3000000e-01  -8.1588178e-01  -6.6539589e-01
   3.4000000e-01  -8.1605980e-01  -6.5844302e-01
   3.5000000e-01  -8.1620491e-01  -6.5131548e-01
   3.6000000e-01  -8.1636830e-01  -6.4404175e-01
   3.7000000e-01  -8.1653290e-01  -6.3659909e-01
   3.8000000e-01  -8.1669386e-01  -6.2894243e-01
   3.9000000e-01  -8.1685784e-01  -6.2109828e-01
   4.0000000e-01  -8.1701587e-01  -6.1310127e-01
   4.1000000e-01  -8.1717079e-01  -6.0492391e-01
   4.2000000e-01  -8.1736086e-01  -5.9658444e-01
   4.3000000e-01  -8.1752122e-01  -5.8822407e-01
   4.4000000e-01  -8.1748311e-01  -5.7997553e-01
   4.5000000e-01  -8.1728960e-01  -5.7174413e-01
   4.6000000e-01  -8.1711284e-01  -5.6338851e-01
   4.7000000e-01  -8.1697890e-01  -5.5492636e-01
   4.8000000e-01  -8.1679366e-01  -5.4633250e-01
   4.9000000e-01  -8.1649605e-01  -5.3754093e-01
